1355	Aster foliaceus	Aster	foliaceus	unknown	DC. 	sp	0
1380	Aster integrifolius	Aster	integrifolius	unknown	Nutt. 	sp	0
1394	Aster lanceolatus	Aster	lanceolatus	unknown	Willd. 	sp	0
1395	Aster hesperius	Aster	hesperius	unknown	A. Gray	sp	0
1415	Aster ledophyllus	Aster	ledophyllus	A. Gray	A. Gray	sp	0
1417	Aster lentus	Aster	lentus	unknown	Greene	sp	0
1433	Aster modestus	Aster	modestus	unknown	Lindl. 	sp	0
1438	Aster novae-angliae	Aster	novae-angliae	unknown	L. 	sp	0
1451	Aster occidentalis	Aster	occidentalis	Nutt. 	Torr. & A. Gray	sp	0
1452	Aster delectabilis	Aster	delectabilis	unknown	H. M. Hall	sp	0
1453	Aster fremontii	Aster	fremontii	Torr. & A. Gray	A. Gray	sp	0
1463	Aster oregonensis	Aster	oregonensis	Nutt. 	Cronquist	sp	0
1464	Aster paludicola	Aster	paludicola	unknown	Piper	sp	0
1480	Aster pauciflorus	Aster	pauciflorus	unknown	Nutt. 	sp	0
1482	Aster peirsonii	Aster	peirsonii	unknown	Sharsm. 	sp	0
1514	Aster radulinus	Aster	radulinus	unknown	A. Gray	sp	0
1545	Aster subspicatus	Aster	subspicatus	unknown	Nees	sp	0
1547	Aster douglasii	Aster	douglasii	unknown	Lindl. 	sp	0
1549	Aster subulatus	Aster	subulatus	unknown	Michx. 	sp	0
1551	Aster exilis	Aster	exilis	unknown	Elliott	sp	0
1557	Aster tortifolius	Aster	tortifolius	unknown	Michx. 	sp	0
1591	Atrichoseris platyphylla	Atrichoseris	platyphylla	unknown	A. Gray	sp	0
1593	Baccharis bigelovii	Baccharis	bigelovii	unknown	A. Gray	sp	0
1594	Baccharis brachyphylla	Baccharis	brachyphylla	unknown	A. Gray	sp	0
1596	Baccharis douglasii	Baccharis	douglasii	unknown	DC. 	sp	0
1597	Baccharis emoryi	Baccharis	emoryi	unknown	A. Gray	sp	0
1603	Baccharis pilularis	Baccharis	pilularis	unknown	DC. 	sp	0
1604	Baccharis plummerae	Baccharis	plummerae	unknown	A. Gray	sp	0
1606	Baccharis salicifolia	Baccharis	salicifolia	Ruiz & Pav. 	Pers. 	sp	0
