#This file is separated into three sections, each titled starting with a "#".
#The first are general spelling variants that need to be altered in CCH to match the eFlora variants
#Others are names that will likely be adopted by the eFlora in the future because the accepted spelling is not official
#according to the international code.
#The second section are name variant with and without hypens. Many compound names with hypens are no longer accepted by the international code.
#The last section are names where the suffix has changed due to a change in the recognition of a genus name gender (for example Nama demissum ==> Nama demissa)

#Format: orthographic variant[tab]accepted name[tab]where orthographic used (optional if known)
#nothospecies variants
Monotropa hypopithys var. latisquama	Monotropa hypopitys var. latisquama	JM
Monotropa hypopithys var. rubra	Monotropa hypopitys var. rubra	JM
Navarretia achilleifolia	Navarretia achilleifolia
Navarretia cotulaefolia	Navarretia cotulifolia
Navarretia cotulaefolia var. bowmanae	Navarretia cotulifolia var. bowmaniae
Navarretia cotulaefolia var. cotulaefolia	Navarretia cotulifolia var. cotulifolia
Navarretia nigellaeformis	Navarretia nigelliformis
Navarretia nigellaeformis subsp. nigellaeformis	Navarretia nigelliformis subsp. nigelliformis
Navarretia nigellaeformis subsp. radians	Navarretia nigelliformis subsp. radians
Navarretia nigellaeformis var. nigellaeformis	Navarretia nigelliformis var. nigelliformis
Navarretia nigellaeformis var. radians	Navarretia nigelliformis var. radians
Neoceis hieracifolia	Neoceis hieraciifolia
Neocupressus goveniana var. pygmaea	Neocupressus goveniana var. pigmaea
Nierembergia caerulea	Nierembergia coerulea
Oenothera caespitosa	Oenothera cespitosa	
Oenothera caespitosa subsp. crinita	Oenothera cespitosa subsp. crinita	
Oenothera caespitosa subsp. marginata	Oenothera cespitosa subsp. marginata	
Oenothera caespitosa var. crinita	Oenothera cespitosa var. crinita	
Oenothera caespitosa var. marginata	Oenothera cespitosa var. marginata
Oenothera clavaeformis	Oenothera claviformis
Oenothera clavaeformis subsp. lancifolia	Oenothera claviformis subsp. lancifolia
Oenothera clavaeformis subsp. aurantiaca	Oenothera claviformis subsp. aurantiaca
Oenothera clavaeformis subsp. citrina	Oenothera claviformis subsp. citrina
Oenothera clavaeformis subsp. clavaeformis	Oenothera claviformis subsp. claviformis
Oenothera clavaeformis subsp. cruciformis	Oenothera claviformis subsp. cruciformis
Oenothera clavaeformis subsp. funerea	Oenothera claviformis subsp. funerea
Oenothera clavaeformis subsp. integrior	Oenothera claviformis subsp. integrior
Oenothera clavaeformis subsp. lancifolia	Oenothera claviformis subsp. lancifolia
Oenothera clavaeformis subsp. peirsonii	Oenothera claviformis subsp. peirsonii
Oenothera clavaeformis subsp. yumae	Oenothera claviformis subsp. yumae
Oenothera clavaeformis var. aurantiaca	Oenothera claviformis var. aurantiaca
Oenothera clavaeformis var. aurantiacus	Oenothera claviformis var. aurantiaca
Oenothera clavaeformis var. clavaeformis	Oenothera claviformis var. claviformis
Oenothera clavaeformis var. cruciformis	Oenothera claviformis var. cruciformis
Oenothera clavaeformis var. peirsonii	Oenothera claviformis var. peirsonii
Oenothera clavaeformis var. purpurascens	Oenothera claviformis var. purpurascens
Oxalis trilliifolium	Oxalis trilliifolia
Packera werneriaefolia	Packera werneriifolia
Packera werneriaefolia subsp. speculicola	Packera werneriifolia subsp. speculicola
Packera werneriaefolia subsp. werneriaefolia	Packera werneriifolia subsp. werneriifolia
Pellaea andromedaefolia	Pellaea andromedifolia
Pellaea andromedaefolia var. andromedaefolia	Pellaea andromedifolia var. andromedifolia
Pellaea andromedaefolia var. pubescens	Pellaea andromedifolia var. pubescens
Perityle brandegeana	Perityle brandegeeana
Phacelia cedrosencis	Phacelia cedrosensis
Phacelia eisenii var. brandegeana	Phacelia eisenii var. brandegeeana	JM
Phacelia malvaefolia	Phacelia malvifolia	TROPICOS
Phlox cespitosa	Phlox caespitosa	JM
Phlox cespitosa subsp. condensata	Phlox caespitosa subsp. condensata
Phlox cespitosa subsp. pulvinata	Phlox caespitosa subsp. pulvinata	JM
Phlox cespitosa var. condensata	Phlox caespitosa var. condensata	JM
Physalis angulata var. lanceifolia	Physalis angulata var. lancifolia	JM
Physalis hederaefolia	Physalis hederifolia
Physalis hederaefolia var. cordifolia	Physalis hederifolia var. cordifolia
Physalis hederaefolia var. fendleri	Physalis hederifolia var. fendleri
Physalis lanceifolia	Physalis lancifolia	JM
Piperia unalaschensis	Piperia unalascensis	TROPICOS
Polygonum phytolaccaefolia	Polygonum phytolaccifolium	TROPICOS
Polygonum phytolaccaefolium	Polygonum phytolaccifolium	TROPICOS
Polygonum spergulariaeforme	Polygonum spergulariiforme	TROPICOS
Portulaca oleracea subsp. papillato-stellulata	Portulaca oleracea subsp. papillatostellulata	TROPICOS
Proboscidea altheaefolia	Proboscidea altheifolia
Pteris andromedaefolia	Pteris andromedifolia
Purshia stansburiana	Purshia stansburyana
Quercus X kinselae	Quercus X kinseliae
Quercus X moreha	Quercus X morehus
Ranunculus alismaefolius	Ranunculus alismifolius
Ranunculus alismaefolius var. alismaefolius	Ranunculus alismifolius var. alismifolius
Ranunculus alismaefolius var. alismellus	Ranunculus alismifolius var. alismellus
Ranunculus alismaefolius var. davisii	Ranunculus alismifolius var. davisii
Ranunculus alismaefolius var. hartwegi	Ranunculus alismifolius var. hartwegii
Ranunculus alismaefolius var. montanus	Ranunculus alismifolius var. montanus
Sambucus cerulea	Sambucus caerulea
Sambucus cerulea var. cerulea	Sambucus caerulea var. caerulea
Sambucus cerulea var. neomexicana	Sambucus caerulea var. neomexicana
Sambucus coerulea	Sambucus caerulea
Sambucus coerulea var. coerulea	Sambucus caerulea var. caerulea	
Sambucus coerulea var. neomexicana	Sambucus caerulea var. neomexicana
Sambucus mexicana subsp. cerulea	Sambucus mexicana subsp. caerulea
Sambucus mexicana subsp. coerulea	Sambucus mexicana subsp. caerulea
Sambucus mexicana var. cerulea	Sambucus mexicana var. caerulea	
Sambucus mexicana var. coerulea	Sambucus mexicana var. caerulea	
Sambucus nigra subsp. cerulea	Sambucus nigra subsp. caerulea	
Sambucus nigra subsp. coerulea	Sambucus nigra subsp. caerulea	
Sambucus nigra var. cerulea	Sambucus nigra var. caerulea
Sambucus nigra var. coerulea	Sambucus nigra var. caerulea
Saxifraga malvaefolia	Saxifraga malvifolia
Schobera occidentalis	Schoberia occidentalis
Senecio aureus var. werneriaefolius	Senecio aureus var. werneriifolius
Senecio hieracifolius	Senecio hieraciifolius
Senecio hieracifolius var. hieracifolius	Senecio hieraciifolius var. hieraciifolius
Senecio werneriaefolius	Senecio werneriifolius
Setaria adhaerens var. vertillata	Setaria adhaerens var. verticillata
Sibara brandegeana	Sibara brandegeeana
Sida delphinifolia	Sida delphiniifolia
Sidalcea hickmani	Sidalcea hickmanii
Sidalcea hickmani subsp. anomala	Sidalcea hickmanii subsp. anomala
Sidalcea hickmani subsp. hickmani	Sidalcea hickmanii subsp. hickmanii
Sidalcea hickmani subsp. napensis	Sidalcea hickmanii subsp. napensis
Sidalcea hickmani subsp. petraea	Sidalcea hickmanii subsp. petraea
Sidalcea hickmani subsp. pillsburiensis	Sidalcea hickmanii subsp. pillsburiensis
Sidalcea hickmani subsp. viridis	Sidalcea hickmanii subsp. viridis
Sidalcea hickmani var. hickmani	Sidalcea hickmanii var. hickmanii
Sidalcea hickmani var. parishii	Sidalcea hickmanii var. parishii
Sidalcea malvaeflora	Sidalcea malviflora
Sidalcea malvaeflora subsp. asprella	Sidalcea malviflora subsp. asprella
Sidalcea malvaeflora subsp. californica	Sidalcea malviflora subsp. californica
Sidalcea malvaeflora subsp. celata	Sidalcea malviflora subsp. celata
Sidalcea malvaeflora subsp. dolosa	Sidalcea malviflora subsp. dolosa
Sidalcea malvaeflora subsp. elegans	Sidalcea malviflora subsp. elegans
Sidalcea malvaeflora subsp. laciniata	Sidalcea malviflora subsp. laciniata
Sidalcea malvaeflora subsp. malvaeflora	Sidalcea malviflora subsp. malviflora
Sidalcea malvaeflora subsp. nana	Sidalcea malviflora subsp. nana
Sidalcea malvaeflora subsp. patula	Sidalcea malviflora subsp. patula
Sidalcea malvaeflora subsp. purpurea	Sidalcea malviflora subsp. purpurea
Sidalcea malvaeflora subsp. sparsifolia	Sidalcea malviflora subsp. sparsifolia
Sidalcea malvaeflora var. asprella	Sidalcea malviflora var. asprella
Sidalcea malvaeflora var. californica	Sidalcea malviflora var. californica
Sidalcea malvaeflora var. celata	Sidalcea malviflora var. celata
Sidalcea malvaeflora var. laciniata	Sidalcea malviflora var. laciniata
Sidalcea malvaeflora var. malvaeflora	Sidalcea malviflora var. malviflora
Sidalcea malvaeflora var. oregana	Sidalcea malviflora var. oregana
Simsia lagasceiformis	Simsia lagascaeformis
Simsia lagasciformis	Simsia lagascaeformis
Sisymbrium brandegeana	Sisymbrium brandegeeana
Sisymbrium longepedicellatum	Sisymbrium longipedicellatum
Sophia longepedicellata	Sophia longipedicellata
Spirodela polyrrhiza	Spirodela polyrhiza	TROPICOS
Spirodela polyrrhiza var. masonii	Spirodela polyrhiza var. masonii	TROPICOS
Spirodela polyrrhiza var. polyrrhiza	Spirodela polyrhiza var. polyrhiza	TROPICOS
Tetragonia tetragoniodes	Tetragonia tetragonoides	TROPICOS
Tetragonia tetragonioides	Tetragonia tetragonoides	ICPN, IPNI
Trifolium willdenowii	Trifolium willdenovii
Vaccinium caespitosum	Vaccinium cespitosum	JM
Vaccinium caespitosum var. arbuscula	Vaccinium cespitosum var. arbuscula	JM
Vaccinium caespitosum var. caespitosum	Vaccinium cespitosum var. caespitosum	JM
Vaccinium caespitosum var. paludicola	Vaccinium cespitosum var. paludicola	JM
Veronica hederaefolia	Veronica hederifolia
Veronica hederaefolia subsp. hederaefolia	Veronica hederifolia subsp. hederifolia
Veronica hederaefolia subsp. lucorum	Veronica hederifolia subsp. lucorum
Veronica hederaefolia subsp. triloba	Veronica hederifolia subsp. triloba
Veronica hederaefolia var. hederaefolia	Veronica hederifolia var. hederifolia
Veronica hederaefolia var. lucorum	Veronica hederifolia var. lucorum
Veronica hederaefolia var. triloba	Veronica hederifolia var. triloba
Zizyphus lycoides	Ziziphus lycioides
Zizyphus lycoides var. canescens	Ziziphus lycioides var. canescens
Zizyphus obtusifolia	Ziziphus obtusifolia
Zizyphus obtusifolia var. canescens	Ziziphus obtusifolia var. canescens
Zizyphus parryi	Ziziphus parryi
Zizyphus parryi var. microphylla	Ziziphus parryi var. microphylla
Zizyphus parryi var. parryi	Ziziphus parryi var. parryi
Zizyphus zizyphus	Ziziphus zizyphus
Zygadenus	Zigadenus
Zygadenus brevibracteatus	Zigadenus brevibracteatus
Zygadenus diegoensis	Zigadenus diegoensis
Zygadenus exaltatus	Zigadenus exaltatus
Zygadenus elegans	Zigadenus elegans
Zygadenus fontanus	Zigadenus fontanus
Zygadenus fremontii	Zigadenus fremontii
Zygadenus fremontii var. brevibracteatus	Zigadenus fremontii var. brevibracteatus
Zygadenus fremontii var. minor	Zigadenus fremontii var. minor
Zygadenus micranthus	Zigadenus micranthus
Zygadenus paniculatus	Zigadenus paniculatus
Zygadenus venenosus	Zigadenus venenosus
Zygadenus venenosus var. venenosus	Zigadenus venenosus var. venenosus
Verbena clemensorum	Verbena X clemensorum
Aplopappus venetus	Haplopappus venetus
Mutisia viciaefolia	Mutisia viciifolia
Oxypetalum caeruleum	Oxypetalum coeruleum
Jacquemontia caerulea	Jacquemontia coerulea
Calliscirpus crinigerum	Calliscirpus criniger
Boissiaea aquifolia	Bossiaea aquifolium
Beloperone californicum	Beloperone californica
Bahiopsis laciniatus	Bahiopsis laciniata
Aster subspicata	Aster subspicatus
Agonis linearifolium	Agonis linearifolia
Dodonaea boroniaefolia	Dodonaea boroniifolia


#Elymus farctus subsp. boreali-atlanticus (Simonet & Guin.) Melderis, do not change this hyphen, ICPN, TROPICOS
#compound species name latin variants without dashes
Heteranthemis viscidi-hirta	Heteranthemis viscidehirta
Euonymus japonicus var. aureo-variegatus	Euonymus japonicus var. aureovariegatus
Diospyros austro-africana var. microphylla	Diospyros austroafricana var. microphylla
Penstemon confertus var. caeruleo-purpureus	Penstemon confertus var. caeruleopurpureus
Trillium sessile var. angusti-petalum	Trillium sessile var. angustipetalum
Euphorbia vallismortae	Euphorbia vallis-mortae
Layia neo-mexicana	Layia neomexicana
Antirrhinum vexillo-calyculatum subsp. vexillo-calyculatum	Antirrhinum vexillocalyculatum subsp. vexillocalyculatum	
Antirrhinum vexillo-calyculatum	Antirrhinum vexillocalyculatum	JM
Gnaphalium luteo-album	Gnaphalium luteoalbum	JM
Pseudognaphalium luteo-album	Pseudognaphalium luteoalbum	TROPICOS
Grindelia fraxino-pratensis	Grindelia fraxinipratensis	JM
Carex albo-nigra	Carex albonigra
Setaria pumila var. pallide-fusca	Setaria pumila var. pallidefusca
Setaria pumila subsp. pallide-fusca	Setaria pumila subsp. pallidefusca
Agropyron junceum subsp. boreo-atlanticum	Agropyron junceum subsp. boreali-atlanticum
Agropyron junceum subsp. boreoatlanticum	Agropyron junceum subsp. boreali-atlanticum
Elytrigia juncea subsp. boreo-atlantica	Elytrigia juncea subsp. boreali-atlantica
Elytrigia juncea subsp. boreoatlantica	Elytrigia juncea subsp. boreali-atlantica
Elymus farctus subsp. boreo-atlanticus	Elymus farctus subsp. boreali-atlanticus
Elymus farctus subsp. boreoatlanticus	Elymus farctus subsp. boreali-atlanticus
Elymus farctus subsp. borealiatlanticus	Elymus farctus subsp. boreali-atlanticus
Malephora crocea var. purpureo-crocea	Malephora crocea var. purpureocrocea	FNA
Portulaca oleracea subsp. granulato-stellulata	Portulaca oleracea subsp. granulatostellulata
Portulaca granulato-stellulata	Portulaca granulatostellulata
Gilia inconspicua subsp. austro-occidentalis	Gilia inconspicua subsp. austrooccidentalis
Gilia austro-occidentalis	Gilia austrooccidentalis
Sidalcea neo-mexicana	Sidalcea neomexicana
Ficus pseudo-carica	Ficus pseudocarica
Diospyros austro-africana	Diospyros austroafricana
Cryptantha milo-bakeri	Cryptantha milobakeri
Carex sub-bracteata	Carex subbracteata
Ceanothus austro-montanus	Ceanothus austromontanus
Echinochloa crusgalli var. frumentacea	Echinochloa crus-galli var. frumentacea
Echinochloa crusgalli var. crusgalli	Echinochloa crus-galli var. crus-galli
Echinochloa crusgalli	Echinochloa crus-galli
Echinochloa crusgalli f. longiseta	Echinochloa crus-galli f. longiseta
Echinochloa crusgalli subsp. crus-galli	Echinochloa crus-galli subsp. crus-galli
Echinochloa crusgalli var. zelayensis	Echinochloa crus-galli var. zelayensis
#the eflora still has the dash as accepted when TROPICOS leaves it out
#so we cannot make this update until the eFlora is updated
#Echinochloa crus-galli var. frumentacea	Echinochloa crusgalli var. frumentacea
#Echinochloa crus-galli var. crus-galli	Echinochloa crusgalli var. crusgalli
#Echinochloa crus-galli	Echinochloa crusgalli
#Echinochloa crus-galli f. longiseta	Echinochloa crusgalli f. longiseta
#Echinochloa crus-galli subsp. crus-galli	Echinochloa crusgalli subsp. crusgalli
#Echinochloa crus-galli var. zelayensis	Echinochloa crusgalli var. zelayensis
Amaryllis bella-donna	Amaryllis belladonna
Lupinus brunneo-maculatus	Lupinus brunneomaculatus
Forestiera neo-mexicana	Forestiera neomexicana
Hibiscus rosasinensis	Hibiscus rosa-sinensis
Hyacinthoides nonscripta	Hyacinthoides non-scripta
Lotus neo-incanus	Lotus neoincanus
Lotus neo-mexicanus	Lotus neomexicanus
Lupinus lacushuntingtonii	Lupinus lacus-huntingtonii
Lupinus lacuspayettii	Lupinus lacus-payettii
Lupinus melicampestris	Lupinus meli-campestris
Lupinus padrecrowleyi	Lupinus padre-crowleyi
Lupinus pratolacuum	Lupinus prato-lacuum
Lupinus punto-reyesensis	Lupinus puntoreyesensis
Macfadyena unguiscati	Macfadyena unguis-cati
Bignonia unguiscati	Bignonia unguis-cati
Narcissus pseudo-narcissus	Narcissus pseudonarcissus
Opuntia ficusindica	Opuntia ficus-indica
Oxalis pescaprae	Oxalis pes-caprae
Oxalis pescaprae var. sericea	Oxalis pes-caprae var. sericea
Oxalis pescaprae var. pescaprae	Oxalis pes-caprae var. pes-caprae
Phacelia vallismortae	Phacelia vallis-mortae
Phacelia vallismortae var. heliophila	Phacelia vallis-mortae var. heliophila
Phacelia vallismortae var. vallismortae	Phacelia vallis-mortae var. vallis-mortae
Quercus johntuckeri	Quercus john-tuckeri
Quercus corneliusmulleri	Quercus cornelius-mulleri
Robinia pseudo-acacia	Robinia pseudoacacia
Rorippa nasturtiumaquaticum	Rorippa nasturtium-aquaticum
Scandix pectenveneris	Scandix pecten-veneris
Silene pseudo-atocion	Silene pseudatocion
Solanum pseudo-capsicum	Solanum pseudocapsicum
Taeniatherum caputmedusae	Taeniatherum caput-medusae
Veronica anagallisaquatica	Veronica anagallis-aquatica
Vitex agnuscastus	Vitex agnus-castus
Phacelia ramosissima var. austro-litoralis	Phacelia ramosissima var. austrolitoralis
Sambucus cerulea var. neo-mexicana	Sambucus caerulea var. neomexicana
Sambucus coerulea var. neo-mexicana	Sambucus caerulea var. neomexicana
Sambucus caerulea var. neo-mexicana	Sambucus caerulea var. neomexicana
Sambucus neo-mexicana	Sambucus neomexicana
Sambucus neo-mexicana var. neo-mexicana	Sambucus neomexicana var. neomexicana
Sambucus neo-mexicana var. vestita	Sambucus neomexicana var. vestita
Brassica oleracea var. caulo-rapa	Brassica oleracea var. caulorapa
Acer pseudo-platanus	Acer pseudoplatanus
Hoya purpurea-fusca	Hoya purpureo-fusca
Phyllostachys viridi-glaucescens	Phyllostachys viridiglaucescens




#nomenclatural suffix variants
#Allium lacunosum var. kernense	Allium lacunosum var. kernensis	TROPICOS, keep this null, JEP recognizes kernense
#Castilleja applegatei subsp. martinii	Castilleja applegatei subsp. martini	TROPICOS;IPNI, keep this null, JEP recgnizes martinii
#Castilleja martinii	Castilleja martini	TROPICOS;IPNI	keep this null, JEP recgnizes martinii
#Castilleja martinii var. martinii	Castilleja martini var. martini	TROPICOS;IPNI	keep this null, JEP recgnizes martinii
Acaena novae-zelandica	Acaena novae-zelandiae
Achnatherum lemmoni	Achnatherum lemmonii
Achnatherum lettermani	Achnatherum lettermanii
Acmispon haydoni	Acmispon haydonii
Acmispon heermanni	Acmispon heermannii
Acmispon heermanni var. heermanni	Acmispon heermannii var. heermannii
Acmispon heermanni var. orbicularis	Acmispon heermannii var. orbicularis
Aconitum hanseni	Aconitum hansenii
Aconogonon davisae var. davisae	Aconogonon davisiae var. davisiae
Aconogonon davisae	Aconogonon davisiae
Aconogonum davisiae	Aconogonon davisiae
Aconogonum davisae var. davisae	Aconogonon davisiae var. davisiae
Aconogonum davisiae var. davisiae	Aconogonon davisiae var. davisiae
Acanthogonum polygonoides var. longispina	Acanthogonum polygonoides var. longispinum
Actinolepis lemmoni	Actinolepis lemmonii
Adelinia grande	Adelinia grandis	TROPICOS
Adiantum jordani	Adiantum jordanii
Agrostis rossae	Agrostis rossiae
Allium bullardi	Allium bullardiae
Allium bullardii	Allium bullardiae
Allium hickmanni	Allium hickmanii
Allium hyalinum var. hickmani	Allium hyalinum var. hickmanii
Allium sharsmithae	Allium sharsmithiae	CP
Allocarya austinae	Allocarya austiniae
Allocarya austinae var. austinae	Allocarya austiniae var. austiniae
Allocarya austinae var. nuda	Allocarya austiniae var. nuda
Allocarya eastwoodae	Allocarya eastwoodiae
Allocarya eastwoodae	Allocarya eastwoodiae	
Amaranthus watsoni	Amaranthus watsonii
Amarella copelandi	Amarella copelandii
Ampacus danielli	Ampacus daniellii
Ampelodesmos mauritanica	Ampelodesmos mauritanicus	JM
Amsinckia eastwoodae	Amsinckia eastwoodiae
Amsinckia intermedia var. eastwoodae	Amsinckia intermedia var. eastwoodiae
Aplopappus gooddingi	Haplopappus gooddingii
Aponogeton distachyon	Aponogeton distachyos	JM
Aponogeton distachyus	Aponogeton distachyos	JM
Arabis brucae	Arabis bruceae
Arabis lyalli	Arabis lyallii
Arabis lyalli var. davidsonii	Arabis lyallii var. davidsonii
Arabis lyalli var. lyalli	Arabis lyallii var. lyallii
Arabis lyalli var. nubigena	Arabis lyallii var. nubigena
Arabis pinzlae	Arabis pinzliae
Arctomecon merriami	Arctomecon merriamii
Arctostaphylos clevelandi	Arctostaphylos clevelandii
Arctostaphylos parryana subsp. deserticum	Arctostaphylos parryana subsp. desertica	JM; TROPICOS
Arenaria macradenia subsp. ferrisae	Arenaria macradenia subsp. ferrisiae
Arnica eastwoodae	Arnica eastwoodiae
Arnica spathulata subsp. eastwoodae	Arnica spathulata subsp. eastwoodiae
Arundo langsdorffi	Arundo langsdorffii
Arundo langsdorfi	Arundo langsdorffii
Arundo langsdorfii	Arundo langsdorffii
Asarum hartwegi	Asarum hartwegii
Aster durbrowi	Aster durbrowii
Aster elegans var. engelmanni	Aster elegans var. engelmannii
Aster engelmanni	Aster engelmannii
Aster engelmanni var. engelmanni	Aster engelmannii var. engelmannii
Aster engelmanni var. glaucescens	Aster engelmannii var. glaucescens
Aster engelmanni var. ledophyllus	Aster engelmannii var. ledophyllus
Aster engelmanni var. paucicapitatus	Aster engelmannii var. paucicapitatus
Aster squamatum	Aster squamatus
Astragalus accidens var. hendersoni	Astragalus accidens var. hendersonii
Astragalus antiselli	Astragalus antisellii
Astragalus antiselli var. phoxus	Astragalus antisellii var. phoxus
Astragalus antiselli var. antiselli	Astragalus antisellii var. antisellii
Astragalus austinae	Astragalus austiniae
Astragalus canadensis var. mortoni	Astragalus canadensis var. mortonii
Astragalus congdoni	Astragalus congdonii
Astragalus gambellianus	Astragalus gambelianus
Astragalus gambellianus subsp. elmeri	Astragalus gambelianus subsp. elmeri
Astragalus gambellianus subsp. gambellianus	Astragalus gambelianus subsp. gambelianus
Astragalus gambellianus var. elmeri	Astragalus gambelianus var. elmeri
Astragalus gambellianus var. gambellianus	Astragalus gambelianus var. gambelianus
Astragalus hendersoni	Astragalus hendersonii
Astragalus lemmoni	Astragalus lemmonii
Astragalus minthornae	Astragalus minthorniae
Astragalus minthornae var. minthornae	Astragalus minthorniae var. minthorniae
Astragalus minthornae var. villosus	Astragalus minthorniae var. villosus
Astragalus mortoni	Astragalus mortonii
Astragalus rattani	Astragalus rattanii
Astragalus rattani var. jepsonianus	Astragalus rattanii var. jepsonianus
Astragalus rattani var. rattani	Astragalus rattanii var. rattanii
Astragalus trichopodus subsp. antiselli	Astragalus trichopodus subsp. antisellii
Astragalus trichopodus var. antiselli	Astragalus trichopodus var. antisellii
Astragalus wootoni	Astragalus wootonii
Astragalus wootoni var. wootoni	Astragalus wootonii var. wootonii
Ataenia lemmoni	Atenia lemmonii
Atenia lemmoni	Atenia lemmonii
Atriplex johnstoni	Atriplex johnstonii
Atriplex watsoni	Atriplex watsonii
Atropis lemmoni	Atropis lemmonii
Baeria clevelandi	Baeria clevelandii
Bauhinia galpini	Bauhinia galpinii
Berberis higginsae	Berberis higginsiae
Bigelovia acradenia	Bigelowia acradenia
Bigelovia albida	Bigelowia albida
Bigelovia bigelovi	Bigelowia bigelovii
Bigelovia bigelovii	Bigelowia bigelovii
Bigelovia bigelowi	Bigelowia bigelovii
Bigelovia bigelowii	Bigelowia bigelovii
Bigelovia brachylepis	Bigelowia brachylepis
Bigelovia carnosa	Bigelowia carnosa
Bigelovia cooperi	Bigelowia cooperi
Bigelovia coronopifolia	Bigelowia coronopifolia
Bigelovia corymbosa	Bigelowia corymbosa
Bigelovia depressa	Bigelowia depressa
Bigelovia diffusa	Bigelowia diffusa
Bigelovia douglasii	Bigelowia douglasii
Bigelovia douglasii var. lanceolata	Bigelowia douglasii var. lanceolata
Bigelovia douglasii var. latifolia	Bigelowia douglasii var. latifolia
Bigelovia douglasii var. puberula	Bigelowia douglasii var. puberula
Bigelovia douglasii var. pumila	Bigelowia douglasii var. pumila
Bigelovia douglasii var. serrulata	Bigelowia douglasii var. serrulata
Bigelovia douglasii var. spathulata	Bigelowia douglasii var. spathulata
Bigelovia douglasii var. stenophylla	Bigelowia douglasii var. stenophylla
Bigelovia douglasii var. tortifolia	Bigelowia douglasii var. tortifolia
Bigelovia dracunuloides	Bigelowia dracunuloides
Bigelovia drummondii	Bigelowia drummondii
Bigelovia elongata	Bigelowia elongata
Bigelovia engelmanni	Bigelowia engelmannii
Bigelovia engelmannii	Bigelowia engelmannii
Bigelovia fuliginea	Bigelowia fuliginea
Bigelovia furfuracea	Bigelowia furfuracea
Bigelovia glareosa	Bigelowia glareosa
Bigelovia glauca	Bigelowia glauca
Bigelovia graveolens	Bigelowia graveolens
Bigelovia graveolens var. albicaulis	Bigelowia graveolens var. albicaulis
Bigelovia graveolens var. glabrata	Bigelowia graveolens var. glabrata
Bigelovia graveolens var. hololeuca	Bigelowia graveolens var. hololeuca
Bigelovia graveolens var. latisquamea	Bigelowia graveolens var. latisquamea
Bigelovia greenei	Bigelowia greenei
Bigelovia hartwegi	Bigelowia hartwegii
Bigelovia hartwegii	Bigelowia hartwegii
Bigelovia howardii	Bigelowia howardii
Bigelovia howardii var. attenuata	Bigelowia howardii var. attenuata
Bigelovia howardii var. howardii	Bigelowia howardii var. howardii
Bigelovia howardii var. nevadensis	Bigelowia howardii var. nevadensis
Bigelovia hypoleuca	Bigelowia hypoleuca
Bigelovia intricata	Bigelowia intricata
Bigelovia juncea	Bigelowia juncea
Bigelovia lanceolata	Bigelowia lanceolata
Bigelovia lehmannii	Bigelowia lehmannii
Bigelovia leiosperma	Bigelowia leiosperma
Bigelovia leiosperma var. abbreviata	Bigelowia leiosperma var. abbreviata
Bigelovia leiosperma var. leiosperma	Bigelowia leiosperma var. leiosperma
Bigelovia linifolia	Bigelowia linifolia
Bigelovia macronema	Bigelowia macronema
Bigelovia mandonii	Bigelowia mandonii
Bigelovia menziesii	Bigelowia menziesii
Bigelovia menziesii var. menziesii	Bigelowia menziesii var. menziesii
Bigelovia menziesii var. scopulorum	Bigelowia menziesii var. scopulorum
Bigelovia missouriensis	Bigelowia missouriensis
Bigelovia mohavensis	Bigelowia mohavensis
Bigelovia montana	Bigelowia montana
Bigelovia nelsonii	Bigelowia nelsonii
Bigelovia nevadensis	Bigelowia nevadensis
Bigelovia nudata	Bigelowia nudata
Bigelovia nudata subsp. australis	Bigelowia nudata subsp. australis
Bigelovia nudata subsp. nudata	Bigelowia nudata subsp. nudata
Bigelovia nudata var. australis	Bigelowia nudata var. australis
Bigelovia nudata var. nudata	Bigelowia nudata var. nudata
Bigelovia nudata var. virgata	Bigelowia nudata var. virgata
Bigelovia nuttallii	Bigelowia nuttallii
Bigelovia oppositifolia	Bigelowia oppositifolia
Bigelovia paniculata	Bigelowia paniculata
Bigelovia parishii	Bigelowia parishii
Bigelovia parryi	Bigelowia parryi
Bigelovia pluriflora	Bigelowia pluriflora
Bigelovia pulchella	Bigelowia pulchella
Bigelovia pyramidata	Bigelowia pyramidata
Bigelovia rupestris	Bigelowia rupestris
Bigelovia spathulata	Bigelowia spathulata
Bigelovia squarrosa	Bigelowia squarrosa
Bigelovia teretifolia	Bigelowia teretifolia
Bigelovia tridentata	Bigelowia tridentata
Bigelovia turbinata	Bigelowia turbinata
Bigelovia uniligulata	Bigelowia uniligulata
Bigelovia vaseyi	Bigelowia vaseyi
Bigelovia veneta	Bigelowia veneta
Bigelovia veneta var. sedoides	Bigelowia veneta var. sedoides
Bigelovia veneta var. veneta	Bigelowia veneta var. veneta
Bigelovia virgata	Bigelowia virgata
Bigelovia viscidiflora	Bigelowia viscidiflora
Bigelovia wrightii	Bigelowia wrightii
Bigelovia wrightii var. hirtella	Bigelowia wrightii var. hirtella
Bigelowia bigelowi	Bigelowia bigelovii
Bigelowia bigelowii	Bigelowia bigelovii
Blitum rubrum var. macrosperma	Blitum rubrum var. macrospermum
Boechera lyalli	Boechera lyallii
Boechera pinzlae	Boechera pinzliae
Brachypodium distachyum	Brachypodium distachyon
Calais clevelandi	Calais clevelandii
Calamagrostis canadensis subsp. langsdorffi	Calamagrostis canadensis subsp. langsdorffii
